state_name,county,Substate,mental_illness_percentage
Minnesota,Nobles,Region 5,17.87%
Minnesota,Pipestone,Region 5,17.87%
Minnesota,Redwood,Region 5,17.87%
Minnesota,Renville,Region 5,17.87%
Minnesota,Rock,Region 5,17.87%
Minnesota,Sibley,Region 5,17.87%
Minnesota,Swift,Region 5,17.87%
Minnesota,Waseca,Region 5,17.87%
Minnesota,Watonwan,Region 5,17.87%
Minnesota,Yellow Medicine,Region 5,17.87%
Minnesota,Dodge,Region 6,18.70%
Minnesota,Fillmore,Region 6,18.70%
Minnesota,Freeborn,Region 6,18.70%
Minnesota,Goodhue,Region 6,18.70%
Minnesota,Houston,Region 6,18.70%
Minnesota,Mower,Region 6,18.70%
Minnesota,Olmsted,Region 6,18.70%
Minnesota,Rice,Region 6,18.70%
Minnesota,Steele,Region 6,18.70%
Minnesota,Wabasha,Region 6,18.70%
Minnesota,Winona,Region 6,18.70%
Minnesota,Hennepin,Region 7A (Hennepin),18.95%
Minnesota,Ramsey,Region 7B (Ramsey),20.33%
Minnesota,Anoka,Region 7C,19.31%
Minnesota,Carver,Region 7C,19.31%
Minnesota,Dakota,Region 7C,19.31%
Minnesota,Scott,Region 7C,19.31%
Minnesota,Washington,Region 7C,19.31%
Mississippi,Alcorn,Region 1,19.55%
Mississippi,Benton,Region 1,19.55%
Mississippi,Calhoun,Region 1,19.55%
Mississippi,Chickasaw,Region 1,19.55%
Mississippi,DeSoto,Region 1,19.55%
Mississippi,Itawamba,Region 1,19.55%
Mississippi,Lafayette,Region 1,19.55%
Mississippi,Lee,Region 1,19.55%
Mississippi,Marshall,Region 1,19.55%
Mississippi,Monroe,Region 1,19.55%
Mississippi,Panola,Region 1,19.55%
Mississippi,Pontotoc,Region 1,19.55%
Mississippi,Prentiss,Region 1,19.55%
Mississippi,Tate,Region 1,19.55%
Mississippi,Tippah,Region 1,19.55%
Mississippi,Tishomingo,Region 1,19.55%
Mississippi,Union,Region 1,19.55%
Mississippi,Yalobusha,Region 1,19.55%
Mississippi,Attala,Region 2,16.94%
Mississippi,Bolivar,Region 2,16.94%
Mississippi,Carroll,Region 2,16.94%
Mississippi,Coahoma,Region 2,16.94%
Mississippi,Grenada,Region 2,16.94%
Mississippi,Holmes,Region 2,16.94%
Mississippi,Humphreys,Region 2,16.94%
Mississippi,Issaquena,Region 2,16.94%
Mississippi,Leflore,Region 2,16.94%
Mississippi,Montgomery,Region 2,16.94%
Mississippi,Quitman,Region 2,16.94%
Mississippi,Sharkey,Region 2,16.94%
Mississippi,Sunflower,Region 2,16.94%
Mississippi,Tallahatchie,Region 2,16.94%
Mississippi,Tunica,Region 2,16.94%
Mississippi,Warren,Region 2,16.94%
Mississippi,Washington,Region 2,16.94%
Mississippi,Yazoo,Region 2,16.94%
Mississippi,Choctaw,Region 3,19.81%
Mississippi,Clarke,Region 3,19.81%
Mississippi,Clay,Region 3,19.81%
Mississippi,Jasper,Region 3,19.81%
Mississippi,Kemper,Region 3,19.81%
Mississippi,Lauderdale,Region 3,19.81%
Mississippi,Leake,Region 3,19.81%
Mississippi,Lowndes,Region 3,19.81%
Mississippi,Neshoba,Region 3,19.81%
Mississippi,Newton,Region 3,19.81%
Mississippi,Noxubee,Region 3,19.81%
Mississippi,Oktibbeha,Region 3,19.81%
Mississippi,Scott,Region 3,19.81%
Mississippi,Smith,Region 3,19.81%
Mississippi,Webster,Region 3,19.81%
Mississippi,Winston,Region 3,19.81%
Mississippi,Copiah,Region 4,18.93%
Mississippi,Hinds,Region 4,18.93%
Mississippi,Madison,Region 4,18.93%
Mississippi,Rankin,Region 4,18.93%
Mississippi,Simpson,Region 4,18.93%
Mississippi,Adams,Region 5,18.79%
Mississippi,Amite,Region 5,18.79%
Mississippi,Claiborne,Region 5,18.79%
Mississippi,Franklin,Region 5,18.79%
Mississippi,Jefferson,Region 5,18.79%
Mississippi,Lawrence,Region 5,18.79%
Mississippi,Lincoln,Region 5,18.79%
Mississippi,Pike,Region 5,18.79%
Mississippi,Walthall,Region 5,18.79%
Mississippi,Wilkinson,Region 5,18.79%
Mississippi,Covington,Region 6,19.81%
Mississippi,Forrest,Region 6,19.81%
Mississippi,Greene,Region 6,19.81%
Mississippi,Jefferson Davis,Region 6,19.81%
Mississippi,Jones,Region 6,19.81%
Mississippi,Lamar,Region 6,19.81%
Mississippi,Marion,Region 6,19.81%
Mississippi,Perry,Region 6,19.81%
Mississippi,Wayne,Region 6,19.81%
Mississippi,George,Region 7,20.73%
Mississippi,Hancock,Region 7,20.73%
Mississippi,Harrison,Region 7,20.73%
Mississippi,Jackson,Region 7,20.73%
Mississippi,Pearl River,Region 7,20.73%
Mississippi,Stone,Region 7,20.73%
Missouri,Adair,Central,19.38%
Missouri,Audrain,Central,19.38%
Missouri,Boone,Central,19.38%
Missouri,Callaway,Central,19.38%
Missouri,Camden,Central,19.38%
Missouri,Carroll,Central,19.38%
Missouri,Chariton,Central,19.38%
Missouri,Clark,Central,19.38%
Missouri,Cole,Central,19.38%
Missouri,Cooper,Central,19.38%
Missouri,Howard,Central,19.38%
Missouri,Knox,Central,19.38%
Missouri,Laclede,Central,19.38%
Missouri,Lewis,Central,19.38%
Missouri,Macon,Central,19.38%
Missouri,Marion,Central,19.38%
Missouri,Miller,Central,19.38%
Missouri,Moniteau,Central,19.38%
Missouri,Monroe,Central,19.38%
Missouri,Montgomery,Central,19.38%
Missouri,Morgan,Central,19.38%
Missouri,Osage,Central,19.38%
Missouri,Pettis,Central,19.38%
Missouri,Pike,Central,19.38%
Missouri,Pulaski,Central,19.38%
Missouri,Ralls,Central,19.38%
Missouri,Randolph,Central,19.38%
Missouri,Saline,Central,19.38%
Missouri,Schuyler,Central,19.38%
Missouri,Scotland,Central,19.38%
Missouri,Shelby,Central,19.38%
Missouri,ST LOUIS,Eastern (St. Louis City and County),18.61%
Missouri,ST LOUIS CITY,Eastern (St. Louis City and County),18.61%
Missouri,Franklin,Eastern (excluding St. Louis),20.24%
Missouri,Jefferson,Eastern (excluding St. Louis),20.24%
Missouri,Lincoln,Eastern (excluding St. Louis),20.24%
Missouri,ST CHARLES,Eastern (excluding St. Louis),20.24%
Missouri,Warren,Eastern (excluding St. Louis),20.24%
Missouri,Jackson,Northwest (Jackson),21.60%
Missouri,Andrew,Northwest (excluding Jackson),21.19%
Missouri,Atchison,Northwest (excluding Jackson),21.19%
Missouri,Buchanan,Northwest (excluding Jackson),21.19%
Missouri,Caldwell,Northwest (excluding Jackson),21.19%
Missouri,Cass,Northwest (excluding Jackson),21.19%
Missouri,Clay,Northwest (excluding Jackson),21.19%
Missouri,Clinton,Northwest (excluding Jackson),21.19%
Missouri,Daviess,Northwest (excluding Jackson),21.19%
Missouri,DeKalb,Northwest (excluding Jackson),21.19%
Missouri,Gentry,Northwest (excluding Jackson),21.19%
Missouri,Grundy,Northwest (excluding Jackson),21.19%
Missouri,Harrison,Northwest (excluding Jackson),21.19%
Missouri,Holt,Northwest (excluding Jackson),21.19%
Missouri,Johnson,Northwest (excluding Jackson),21.19%
Missouri,Lafayette,Northwest (excluding Jackson),21.19%
Missouri,Linn,Northwest (excluding Jackson),21.19%
Missouri,Livingston,Northwest (excluding Jackson),21.19%
Missouri,Mercer,Northwest (excluding Jackson),21.19%
Missouri,Nodaway,Northwest (excluding Jackson),21.19%
Missouri,Platte,Northwest (excluding Jackson),21.19%
Missouri,Putnam,Northwest (excluding Jackson),21.19%
Missouri,Ray,Northwest (excluding Jackson),21.19%
Missouri,Sullivan,Northwest (excluding Jackson),21.19%
Missouri,Worth,Northwest (excluding Jackson),21.19%
Missouri,Bollinger,Southeast,21.53%
Missouri,Butler,Southeast,21.53%
Missouri,Cape Girardeau,Southeast,21.53%
Missouri,Carter,Southeast,21.53%
Missouri,Crawford,Southeast,21.53%
Missouri,Dent,Southeast,21.53%
Missouri,Douglas,Southeast,21.53%
Missouri,Dunklin,Southeast,21.53%
Missouri,Gasconade,Southeast,21.53%
Missouri,Howell,Southeast,21.53%
Missouri,Iron,Southeast,21.53%
Missouri,Madison,Southeast,21.53%
Missouri,Maries,Southeast,21.53%
Missouri,Mississippi,Southeast,21.53%
Missouri,New Madrid,Southeast,21.53%
Missouri,Oregon,Southeast,21.53%
Missouri,Ozark,Southeast,21.53%
Missouri,Pemiscot,Southeast,21.53%
Missouri,Perry,Southeast,21.53%
Missouri,Phelps,Southeast,21.53%
Missouri,Reynolds,Southeast,21.53%
Missouri,Ripley,Southeast,21.53%
Missouri,Scott,Southeast,21.53%
Missouri,Shannon,Southeast,21.53%
Missouri,ST FRANCOIS,Southeast,21.53%
Missouri,Ste Genevieve,Southeast,21.53%
Missouri,Stoddard,Southeast,21.53%
Missouri,Texas,Southeast,21.53%
Missouri,Washington,Southeast,21.53%
Missouri,Wayne,Southeast,21.53%
Missouri,Wright,Southeast,21.53%
Missouri,Barry,Southwest,22.35%
Missouri,Barton,Southwest,22.35%
Missouri,Bates,Southwest,22.35%
Missouri,Benton,Southwest,22.35%
Missouri,Cedar,Southwest,22.35%
Missouri,Christian,Southwest,22.35%
Missouri,Dade,Southwest,22.35%
Missouri,Dallas,Southwest,22.35%
Missouri,Greene,Southwest,22.35%
Missouri,Henry,Southwest,22.35%
Missouri,Hickory,Southwest,22.35%
Missouri,Jasper,Southwest,22.35%
Missouri,Lawrence,Southwest,22.35%
Missouri,McDonald,Southwest,22.35%
Missouri,Newton,Southwest,22.35%
Missouri,Polk,Southwest,22.35%
Missouri,ST CLAIR,Southwest,22.35%
Missouri,Stone,Southwest,22.35%
Missouri,Taney,Southwest,22.35%
Missouri,Vernon,Southwest,22.35%
Missouri,Webster,Southwest,22.35%
Montana,Carter,Region 1,19.11%
Montana,Custer,Region 1,19.11%
Montana,Daniels,Region 1,19.11%
Montana,Dawson,Region 1,19.11%
Montana,Fallon,Region 1,19.11%
Montana,Garfield,Region 1,19.11%
Montana,McCone,Region 1,19.11%
Montana,Phillips,Region 1,19.11%
Montana,Powder River,Region 1,19.11%
Montana,Prairie,Region 1,19.11%
Montana,Richland,Region 1,19.11%
Montana,Roosevelt,Region 1,19.11%
Montana,Rosebud,Region 1,19.11%
Montana,Sheridan,Region 1,19.11%
Montana,Treasure,Region 1,19.11%
Montana,Valley,Region 1,19.11%
Montana,Wibaux,Region 1,19.11%
Montana,Blaine,Region 2,19.18%
Montana,Cascade,Region 2,19.18%
Montana,Chouteau,Region 2,19.18%
Montana,Glacier,Region 2,19.18%
Montana,Hill,Region 2,19.18%
Montana,Liberty,Region 2,19.18%
Montana,Pondera,Region 2,19.18%
Montana,Teton,Region 2,19.18%
Montana,Toole,Region 2,19.18%
Montana,Big Horn,Region 3,20.12%
Montana,Carbon,Region 3,20.12%
Montana,Fergus,Region 3,20.12%
Montana,Golden Valley,Region 3,20.12%
Montana,Judith Basin,Region 3,20.12%
Montana,Musselshell,Region 3,20.12%
Montana,Petroleum,Region 3,20.12%
Montana,Stillwater,Region 3,20.12%
Montana,Sweet Grass,Region 3,20.12%
Montana,Wheatland,Region 3,20.12%
Montana,Yellowstone,Region 3,20.12%
Montana,Beaverhead,Region 4,19.90%
Montana,Broadwater,Region 4,19.90%
Montana,Deer Lodge,Region 4,19.90%
Montana,Gallatin,Region 4,19.90%
Montana,Granite,Region 4,19.90%
Montana,Jefferson,Region 4,19.90%
Montana,Lewis and Clark,Region 4,19.90%
Montana,Madison,Region 4,19.90%
Montana,Meagher,Region 4,19.90%
Montana,Park,Region 4,19.90%
Montana,Powell,Region 4,19.90%
Montana,Silver Bow,Region 4,19.90%
Montana,Flathead,Region 5,20.05%
Montana,Lake,Region 5,20.05%
Montana,Lincoln,Region 5,20.05%
Montana,Mineral,Region 5,20.05%
Montana,Missoula,Region 5,20.05%
Montana,Ravalli,Region 5,20.05%
Montana,Sanders,Region 5,20.05%
Nebraska,Banner,Region 1,17.76%
Nebraska,Box Butte,Region 1,17.76%
Nebraska,Cheyenne,Region 1,17.76%
Nebraska,Dawes,Region 1,17.76%
Nebraska,Deuel,Region 1,17.76%
Nebraska,Garden,Region 1,17.76%
Nebraska,Kimball,Region 1,17.76%
Nebraska,Morrill,Region 1,17.76%
Nebraska,Scotts Bluff,Region 1,17.76%
Nebraska,Sheridan,Region 1,17.76%
Nebraska,Sioux,Region 1,17.76%
Nebraska,Arthur,Region 2,17.16%
Nebraska,Chase,Region 2,17.16%
Nebraska,Dawson,Region 2,17.16%
Nebraska,Dundy,Region 2,17.16%
Nebraska,Frontier,Region 2,17.16%
Nebraska,Gosper,Region 2,17.16%
Nebraska,Grant,Region 2,17.16%
Nebraska,Hayes,Region 2,17.16%
Nebraska,Hitchcock,Region 2,17.16%
Nebraska,Hooker,Region 2,17.16%
Nebraska,Keith,Region 2,17.16%
Nebraska,Lincoln,Region 2,17.16%
Nebraska,Logan,Region 2,17.16%
Nebraska,McPherson,Region 2,17.16%
Nebraska,Perkins,Region 2,17.16%
Nebraska,Red Willow,Region 2,17.16%
Nebraska,Thomas,Region 2,17.16%
Nebraska,Adams,Region 3,16.85%
Nebraska,Blaine,Region 3,16.85%
Nebraska,Buffalo,Region 3,16.85%
Nebraska,Clay,Region 3,16.85%
Nebraska,Custer,Region 3,16.85%
Nebraska,Franklin,Region 3,16.85%
Nebraska,Furnas,Region 3,16.85%
Nebraska,Garfield,Region 3,16.85%
Nebraska,Greeley,Region 3,16.85%
Nebraska,Hall,Region 3,16.85%
Nebraska,Hamilton,Region 3,16.85%
Nebraska,Harlan,Region 3,16.85%
Nebraska,Howard,Region 3,16.85%
Nebraska,Kearney,Region 3,16.85%
Nebraska,Loup,Region 3,16.85%
Nebraska,Merrick,Region 3,16.85%
Nebraska,Nuckolls,Region 3,16.85%
Nebraska,Phelps,Region 3,16.85%
Nebraska,Sherman,Region 3,16.85%
Nebraska,Valley,Region 3,16.85%
Nebraska,Webster,Region 3,16.85%
Nebraska,Wheeler,Region 3,16.85%
Nebraska,Antelope,Region 4,15.76%
Nebraska,Boone,Region 4,15.76%
Nebraska,Boyd,Region 4,15.76%
Nebraska,Brown,Region 4,15.76%
Nebraska,Burt,Region 4,15.76%
Nebraska,Cedar,Region 4,15.76%
Nebraska,Cherry,Region 4,15.76%
Nebraska,Colfax,Region 4,15.76%
Nebraska,Cuming,Region 4,15.76%
Nebraska,Dakota,Region 4,15.76%
Nebraska,Dixon,Region 4,15.76%
Nebraska,Holt,Region 4,15.76%
Nebraska,Keya Paha,Region 4,15.76%
Nebraska,Knox,Region 4,15.76%
Nebraska,Madison,Region 4,15.76%
Nebraska,Nance,Region 4,15.76%
Nebraska,Pierce,Region 4,15.76%
Nebraska,Platte,Region 4,15.76%
Nebraska,Rock,Region 4,15.76%
Nebraska,Stanton,Region 4,15.76%
Nebraska,Thurston,Region 4,15.76%
Nebraska,Wayne,Region 4,15.76%
Nebraska,Butler,Region 5,19.56%
Nebraska,Fillmore,Region 5,19.56%
Nebraska,Gage,Region 5,19.56%
Nebraska,Jefferson,Region 5,19.56%
Nebraska,Johnson,Region 5,19.56%
Nebraska,Lancaster,Region 5,19.56%
Nebraska,Nemaha,Region 5,19.56%
Nebraska,Otoe,Region 5,19.56%
Nebraska,Pawnee,Region 5,19.56%
Nebraska,Polk,Region 5,19.56%
Nebraska,Richardson,Region 5,19.56%
Nebraska,Saline,Region 5,19.56%
Nebraska,Saunders,Region 5,19.56%
Nebraska,Seward,Region 5,19.56%
Nebraska,Thayer,Region 5,19.56%
Nebraska,York,Region 5,19.56%
Nebraska,Cass,Region 6,18.54%
Nebraska,Dodge,Region 6,18.54%
Nebraska,Douglas,Region 6,18.54%
Nebraska,Sarpy,Region 6,18.54%
Nebraska,Washington,Region 6,18.54%
Nevada,CLARK,Clark – Region 1,20.11%
Nevada,WASHOE,Washoe – Region 2,19.98%
New Hampshire,CHESHIRE,Southern 2,19.67%
New Hampshire,GRAFTON,Northern,19.43%
New Hampshire,HILLSBOROUGH,Southern 2,19.67%
New Hampshire,MERRIMACK,Central 2,20.23%
New Hampshire,ROCKINGHAM,Southern 1 (Rockingham),18.69%
New Hampshire,STRAFFORD,Central 1,22.39%
New Jersey,Hunterdon,Central,16.82%
New Jersey,Mercer,Central,16.82%
New Jersey,Monmouth,Central,16.82%
New Jersey,Ocean,Central,16.82%
New Jersey,Somerset,Central,16.82%
New Jersey,Essex,Metropolitan,14.52%
New Jersey,Middlesex,Metropolitan,14.52%
New Jersey,Union,Metropolitan,14.52%
New Jersey,Bergen,Northern,14.70%
New Jersey,Hudson,Northern,14.70%
New Jersey,Morris,Northern,14.70%
New Jersey,Passaic,Northern,14.70%
New Jersey,Sussex,Northern,14.70%
New Jersey,Warren,Northern,14.70%
New Jersey,Atlantic,Southern,17.58%
New Jersey,Burlington,Southern,17.58%
New Jersey,Camden,Southern,17.58%
New Jersey,Cape May,Southern,17.58%
New Jersey,Cumberland,Southern,17.58%
New Jersey,Gloucester,Southern,17.58%
New Jersey,Salem,Southern,17.58%
New Mexico,Cibola,Region 1,18.19%
New Mexico,McKinley,Region 1,18.19%
New Mexico,Sandoval,Region 1,18.19%
New Mexico,San Juan,Region 1,18.19%
New Mexico,Valencia,Region 1,18.19%
New Mexico,Colfax,Region 2,17.64%
New Mexico,Guadalupe,Region 2,17.64%
New Mexico,Los Alamos,Region 2,17.64%
New Mexico,Mora,Region 2,17.64%
New Mexico,Rio Arriba,Region 2,17.64%
New Mexico,San Miguel,Region 2,17.64%
New Mexico,Santa Fe,Region 2,17.64%
New Mexico,Taos,Region 2,17.64%
New Mexico,Union,Region 2,17.64%
New Mexico,Bernalillo,Region 3 (Bernalillo),20.73%
New Mexico,Chaves,Region 4,17.13%
New Mexico,Curry,Region 4,17.13%
New Mexico,De Baca,Region 4,17.13%
New Mexico,Eddy,Region 4,17.13%
New Mexico,Harding,Region 4,17.13%
New Mexico,Lea,Region 4,17.13%
New Mexico,Quay,Region 4,17.13%
New Mexico,Roosevelt,Region 4,17.13%
New Mexico,Catron,Region 5a,18.50%
New Mexico,Grant,Region 5a,18.50%
New Mexico,Hidalgo,Region 5a,18.50%
New Mexico,Lincoln,Region 5a,18.50%
New Mexico,Luna,Region 5a,18.50%
New Mexico,Otero,Region 5a,18.50%
New Mexico,Sierra,Region 5a,18.50%
New Mexico,Socorro,Region 5a,18.50%
New Mexico,Torrance,Region 5a,18.50%
New Mexico,Dona Ana,Region 5b (Dona Ana),19.34%
New York,ALBANY,Region 4: Capital Region,19.28%
New York,BRONX,Region 2A: Bronx,16.86%
New York,BROOME,Region 9: Southern Tier,21.72%
New York,CATTARAUGUS,Region 11: Western,17.69%
New York,CAYUGA,Region 8: Central,19.59%
New York,CHAUTAUQUA,Region 11: Western,17.69%
New York,CHEMUNG,Region 10: Finger Lakes,20.52%
New York,CLINTON,Region 6: North Country,18.77%
New York,DUTCHESS,Region 3: Mid-Hudson,16.28%
New York,ERIE,Region 11: Western,17.69%
New York,JEFFERSON,Region 7: Tug Hill Seaway,20.19%
New York,KINGS,Region 2B: Kings,18.69%
New York,LIVINGSTON,Region 10: Finger Lakes,20.52%
New York,MADISON,Region 8: Central,19.59%
New York,MONROE,Region 10: Finger Lakes,20.52%
New York,NASSAU,Region 1: Long Island,16.46%
New York,NEW YORK,Region 2C: New York,19.50%
New York,NIAGARA,Region 11: Western,17.69%
New York,ONEIDA,Region 8: Central,19.59%
New York,ONONDAGA,Region 8: Central,19.59%
New York,ONTARIO,Region 10: Finger Lakes,20.52%
New York,ORANGE,Region 3: Mid-Hudson,16.28%
New York,OSWEGO,Region 8: Central,19.59%
New York,PUTNAM,Region 3: Mid-Hudson,16.28%
New York,QUEENS,Region 2D: Queens,17.38%
New York,RENSSELAER,Region 4: Capital Region,19.28%
New York,RICHMOND,Region 2E: Richmond,18.21%
New York,ROCKLAND,Region 3: Mid-Hudson,16.28%
New York,ST LAWRENCE,Region 7: Tug Hill Seaway,20.19%
New York,SARATOGA,Region 4: Capital Region,19.28%
New York,SCHENECTADY,Region 4: Capital Region,19.28%
New York,STEUBEN,Region 10: Finger Lakes,20.52%
New York,SUFFOLK,Region 1: Long Island,16.46%
New York,SULLIVAN,Region 3: Mid-Hudson,16.28%
New York,TOMPKINS,Region 9: Southern Tier,21.72%
New York,ULSTER,Region 3: Mid-Hudson,16.28%
New York,WARREN,Region 6: North Country,18.77%
New York,WAYNE,Region 10: Finger Lakes,20.52%
New York,WESTCHESTER,Region 3: Mid-Hudson,16.28%
North Carolina,Cumberland,Alliance Behavioral Healthcare 1,19.98%
North Carolina,Durham,Alliance Behavioral Healthcare 1,19.98%
North Carolina,Johnston,Alliance Behavioral Healthcare 1,19.98%
North Carolina,Wake,Alliance Behavioral Healthcare 2,18.74%
North Carolina,Cabarrus,Cardinal Innovations Healthcare Solutions 1,17.52%
North Carolina,Davidson,Cardinal Innovations Healthcare Solutions 1,17.52%
North Carolina,Rowan,Cardinal Innovations Healthcare Solutions 1,17.52%
North Carolina,Stanly,Cardinal Innovations Healthcare Solutions 1,17.52%
North Carolina,Union,Cardinal Innovations Healthcare Solutions 1,17.52%
North Carolina,Alamance,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Caswell,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Chatham,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Franklin,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Granville,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Halifax,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Orange,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Person,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Vance,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Warren,Cardinal Innovations Healthcare Solutions 2,18.47%
North Carolina,Mecklenburg,Cardinal Innovations Healthcare Solutions 3,18.86%
North Carolina,Davie,CenterPoint Human Services,18.37%
North Carolina,Forsyth,CenterPoint Human Services,18.37%
North Carolina,Rockingham,CenterPoint Human Services,18.37%
North Carolina,Stokes,CenterPoint Human Services,18.37%
North Carolina,Bladen,Eastpointe,17.29%
North Carolina,Columbus,Eastpointe,17.29%
North Carolina,Duplin,Eastpointe,17.29%
North Carolina,Edgecombe,Eastpointe,17.29%
North Carolina,Greene,Eastpointe,17.29%
North Carolina,Lenoir,Eastpointe,17.29%
North Carolina,Nash,Eastpointe,17.29%
North Carolina,Robeson,Eastpointe,17.29%
North Carolina,Sampson,Eastpointe,17.29%
North Carolina,Scotland,Eastpointe,17.29%
North Carolina,Wayne,Eastpointe,17.29%
North Carolina,Wilson,Eastpointe,17.29%
North Carolina,Burke,Partners Behavioral Health Management,18.95%
North Carolina,Catawba,Partners Behavioral Health Management,18.95%
North Carolina,Cleveland,Partners Behavioral Health Management,18.95%
North Carolina,Gaston,Partners Behavioral Health Management,18.95%
North Carolina,Iredell,Partners Behavioral Health Management,18.95%
North Carolina,Lincoln,Partners Behavioral Health Management,18.95%
North Carolina,Surry,Partners Behavioral Health Management,18.95%
North Carolina,Yadkin,Partners Behavioral Health Management,18.95%
North Carolina,Anson,Sandhills Center 1,17.76%
North Carolina,Harnett,Sandhills Center 1,17.76%
North Carolina,Hoke,Sandhills Center 1,17.76%
North Carolina,Lee,Sandhills Center 1,17.76%
North Carolina,Montgomery,Sandhills Center 1,17.76%
North Carolina,Moore,Sandhills Center 1,17.76%
North Carolina,Randolph,Sandhills Center 1,17.76%
North Carolina,Richmond,Sandhills Center 1,17.76%
North Carolina,Guilford,Sandhills Center 2,18.02%
North Carolina,Alexander,Smoky Mountain Center 1,19.08%
North Carolina,Alleghany,Smoky Mountain Center 1,19.08%
North Carolina,Ashe,Smoky Mountain Center 1,19.08%
North Carolina,Avery,Smoky Mountain Center 1,19.08%
North Carolina,Caldwell,Smoky Mountain Center 1,19.08%
North Carolina,Cherokee,Smoky Mountain Center 1,19.08%
North Carolina,Clay,Smoky Mountain Center 1,19.08%
North Carolina,Graham,Smoky Mountain Center 1,19.08%
North Carolina,Haywood,Smoky Mountain Center 1,19.08%
North Carolina,Jackson,Smoky Mountain Center 1,19.08%
North Carolina,Macon,Smoky Mountain Center 1,19.08%
North Carolina,McDowell,Smoky Mountain Center 1,19.08%
North Carolina,Swain,Smoky Mountain Center 1,19.08%
North Carolina,Watauga,Smoky Mountain Center 1,19.08%
North Carolina,Wilkes,Smoky Mountain Center 1,19.08%
North Carolina,Buncombe,Smoky Mountain Center 2,18.09%
North Carolina,Henderson,Smoky Mountain Center 2,18.09%
North Carolina,Madison,Smoky Mountain Center 2,18.09%
North Carolina,Mitchell,Smoky Mountain Center 2,18.09%
North Carolina,Polk,Smoky Mountain Center 2,18.09%
North Carolina,Rutherford,Smoky Mountain Center 2,18.09%
North Carolina,Transylvania,Smoky Mountain Center 2,18.09%
North Carolina,Yancey,Smoky Mountain Center 2,18.09%
North Carolina,Beaufort,Trillium Healthcare Resources 1,18.09%
North Carolina,Bertie,Trillium Healthcare Resources 1,18.09%
North Carolina,Camden,Trillium Healthcare Resources 1,18.09%
North Carolina,Chowan,Trillium Healthcare Resources 1,18.09%
North Carolina,Craven,Trillium Healthcare Resources 1,18.09%
North Carolina,Currituck,Trillium Healthcare Resources 1,18.09%
North Carolina,Dare,Trillium Healthcare Resources 1,18.09%
North Carolina,Gates,Trillium Healthcare Resources 1,18.09%
North Carolina,Hertford,Trillium Healthcare Resources 1,18.09%
North Carolina,Hyde,Trillium Healthcare Resources 1,18.09%
North Carolina,Jones,Trillium Healthcare Resources 1,18.09%
North Carolina,Martin,Trillium Healthcare Resources 1,18.09%
North Carolina,Northampton,Trillium Healthcare Resources 1,18.09%
North Carolina,Pamlico,Trillium Healthcare Resources 1,18.09%
North Carolina,Pasquotank,Trillium Healthcare Resources 1,18.09%
North Carolina,Perquimans,Trillium Healthcare Resources 1,18.09%
North Carolina,Pitt,Trillium Healthcare Resources 1,18.09%
North Carolina,Tyrrell,Trillium Healthcare Resources 1,18.09%
North Carolina,Washington,Trillium Healthcare Resources 1,18.09%
North Carolina,Brunswick,Trillium Healthcare Resources 2,21.12%
North Carolina,Carteret,Trillium Healthcare Resources 2,21.12%
North Carolina,New Hanover,Trillium Healthcare Resources 2,21.12%
North Carolina,Onslow,Trillium Healthcare Resources 2,21.12%
North Carolina,Pender,Trillium Healthcare Resources 2,21.12%
North Dakota,Adams,Badlands,17.47%
North Dakota,Billings,Badlands,17.47%
North Dakota,Bowman,Badlands,17.47%
North Dakota,Dunn,Badlands,17.47%
North Dakota,Golden Valley,Badlands,17.47%
North Dakota,Hettinger,Badlands,17.47%
North Dakota,Slope,Badlands,17.47%
North Dakota,Stark,Badlands,17.47%
North Dakota,Burleigh,West Central,16.14%
North Dakota,Emmons,West Central,16.14%
North Dakota,Grant,West Central,16.14%
North Dakota,Kidder,West Central,16.14%
North Dakota,McLean,West Central,16.14%
North Dakota,Mercer,West Central,16.14%
North Dakota,Morton,West Central,16.14%
North Dakota,Oliver,West Central,16.14%
North Dakota,Sheridan,West Central,16.14%
North Dakota,Sioux,West Central,16.14%
North Dakota,Benson,Lake Region,18.09%
North Dakota,Cavalier,Lake Region,18.09%
North Dakota,Eddy,Lake Region,18.09%
North Dakota,Ramsey,Lake Region,18.09%
North Dakota,Rolette,Lake Region,18.09%
North Dakota,Towner,Lake Region,18.09%
North Dakota,Bottineau,North Central,18.50%
North Dakota,Burke,North Central,18.50%
North Dakota,McHenry,North Central,18.50%
North Dakota,Mountrail,North Central,18.50%
North Dakota,Pierce,North Central,18.50%
North Dakota,Renville,North Central,18.50%
North Dakota,Ward,North Central,18.50%
North Dakota,Grand Forks,Northeast,19.37%
North Dakota,Nelson,Northeast,19.37%
North Dakota,Pembina,Northeast,19.37%
North Dakota,Walsh,Northeast,19.37%
