county,state_name,month,days_of_rain,lowCelsius
Chemung,New York,October,8,2
Chemung,New York,November,8,-2
Chemung,New York,December,8,-7
Clinton,New York,May,11,7
Clinton,New York,June,10,12
Clinton,New York,July,10,15
Clinton,New York,August,10,14
Clinton,New York,January,8,-13
Clinton,New York,February,7,-12
Clinton,New York,March,8,-7
Clinton,New York,April,9,0
Clinton,New York,septiembre,9,9
Clinton,New York,October,10,3
Clinton,New York,November,9,-2
Clinton,New York,December,10,-10
Dutchess,New York,May,10,8
Dutchess,New York,June,10,13
Dutchess,New York,July,9,16
Dutchess,New York,August,8,15
Dutchess,New York,January,8,-8
Dutchess,New York,February,8,-8
Dutchess,New York,March,8,-4
Dutchess,New York,April,9,2
Dutchess,New York,septiembre,6,11
Dutchess,New York,October,8,5
Dutchess,New York,November,7,-1
Dutchess,New York,December,10,-5
Erie,New York,May,9,9
Erie,New York,June,9,15
Erie,New York,July,8,19
Erie,New York,August,8,18
Erie,New York,January,11,-6
Erie,New York,February,9,-7
Erie,New York,March,9,-3
Erie,New York,April,10,3
Erie,New York,septiembre,8,14
Erie,New York,October,10,7
Erie,New York,November,10,3
Erie,New York,December,11,-3
Jefferson,New York,May,9,7
Jefferson,New York,June,8,12
Jefferson,New York,July,7,15
Jefferson,New York,August,7,14
Jefferson,New York,January,10,-13
Jefferson,New York,February,8,-12
Jefferson,New York,March,8,-6
Jefferson,New York,April,9,1
Jefferson,New York,septiembre,8,9
Jefferson,New York,October,10,4
Jefferson,New York,November,10,-1
Jefferson,New York,December,11,-8
Kings,New York,May,9,13
Kings,New York,June,7,18
Kings,New York,July,6,21
Kings,New York,August,6,21
Kings,New York,January,7,-4
Kings,New York,February,7,-3
Kings,New York,March,8,2
Kings,New York,April,7,7
Kings,New York,septiembre,6,17
Kings,New York,October,5,10
Kings,New York,November,7,6
Kings,New York,December,8,0
Livingston,New York,May,9,8
Livingston,New York,June,8,13
Livingston,New York,July,8,15
Livingston,New York,August,7,14
Livingston,New York,January,7,-9
Livingston,New York,February,6,-9
Livingston,New York,March,7,-5
Livingston,New York,April,8,1
Livingston,New York,septiembre,8,10
Livingston,New York,October,9,5
Livingston,New York,November,8,0
Livingston,New York,December,8,-5
Madison,New York,May,10,7
Madison,New York,June,11,11
Madison,New York,July,9,14
Madison,New York,August,8,13
Madison,New York,January,14,-12
Madison,New York,February,11,-11
Madison,New York,March,11,-6
Madison,New York,April,11,0
Madison,New York,septiembre,9,9
Madison,New York,October,11,3
Madison,New York,November,12,-2
Madison,New York,December,15,-7
Monroe,New York,May,10,9
Monroe,New York,June,10,14
Monroe,New York,July,8,19
Monroe,New York,August,8,18
Monroe,New York,January,11,-6
Monroe,New York,February,10,-6
Monroe,New York,March,9,-3
Monroe,New York,April,10,4
Monroe,New York,septiembre,8,13
Monroe,New York,October,11,7
Monroe,New York,November,9,2
Monroe,New York,December,12,-4
Nassau,New York,May,8,11
Nassau,New York,June,7,16
Nassau,New York,July,6,19
Nassau,New York,August,6,19
Nassau,New York,January,7,-4
Nassau,New York,February,6,-3
Nassau,New York,March,8,1
Nassau,New York,April,8,5
Nassau,New York,septiembre,6,15
Nassau,New York,October,6,9
Nassau,New York,November,7,4
Nassau,New York,December,8,-1
New York,New York,May,9,12
New York,New York,June,8,18
New York,New York,July,8,20
New York,New York,August,7,20
New York,New York,January,8,-3
New York,New York,February,7,-2
New York,New York,March,8,2
New York,New York,April,8,7
New York,New York,septiembre,7,16
New York,New York,October,6,10
New York,New York,November,7,6
New York,New York,December,8,0
Niagara,New York,May,8,9
Niagara,New York,June,8,15
Niagara,New York,July,6,19
Niagara,New York,August,7,18
Niagara,New York,January,6,-5
Niagara,New York,February,5,-5
Niagara,New York,March,7,-1
Niagara,New York,April,8,4
Niagara,New York,septiembre,8,15
Niagara,New York,October,8,9
Niagara,New York,November,9,3
Niagara,New York,December,9,-2
Oneida,New York,May,12,8
Oneida,New York,June,9,13
Oneida,New York,July,9,16
Oneida,New York,August,8,15
Oneida,New York,January,8,-10
Oneida,New York,February,8,-10
Oneida,New York,March,8,-4
Oneida,New York,April,9,2
Oneida,New York,septiembre,8,11
Oneida,New York,October,12,5
Oneida,New York,November,10,0
Oneida,New York,December,11,-6
Onondaga,New York,May,10,8
Onondaga,New York,June,9,13
Onondaga,New York,July,8,16
Onondaga,New York,August,8,15
Onondaga,New York,January,11,-10
Onondaga,New York,February,9,-9
Onondaga,New York,March,10,-4
Onondaga,New York,April,9,2
Onondaga,New York,septiembre,8,11
Onondaga,New York,October,10,5
Onondaga,New York,November,12,0
Onondaga,New York,December,12,-6
Ontario,New York,May,9,8
Ontario,New York,June,9,14
Ontario,New York,July,9,16
Ontario,New York,August,8,16
Ontario,New York,January,8,-8
Ontario,New York,February,7,-8
Ontario,New York,March,9,-4
Ontario,New York,April,10,2
Ontario,New York,septiembre,9,12
Ontario,New York,October,10,6
Ontario,New York,November,9,1
Ontario,New York,December,9,-4
Orange,New York,May,9,8
Orange,New York,June,9,13
Orange,New York,July,8,16
Orange,New York,August,8,15
Orange,New York,January,7,-8
Orange,New York,February,7,-7
Orange,New York,March,7,-3
Orange,New York,April,8,3
Orange,New York,septiembre,7,11
Orange,New York,October,6,5
Orange,New York,November,6,0
Orange,New York,December,8,-5
Oswego,New York,May,9,7
Oswego,New York,June,8,11
Oswego,New York,July,7,15
Oswego,New York,August,8,14
Oswego,New York,January,13,-12
Oswego,New York,February,12,-11
Oswego,New York,March,7,-7
Oswego,New York,April,9,0
Oswego,New York,septiembre,7,11
Oswego,New York,October,12,5
Oswego,New York,November,11,0
Oswego,New York,December,12,-7
Putnam,New York,May,10,8
Putnam,New York,June,9,13
Putnam,New York,July,8,16
Putnam,New York,August,8,15
Putnam,New York,January,9,-9
Putnam,New York,February,7,-9
Putnam,New York,March,8,-4
Putnam,New York,April,8,2
Putnam,New York,septiembre,7,11
Putnam,New York,October,7,4
Putnam,New York,November,7,0
Putnam,New York,December,9,-6
Queens,New York,May,10,11
Queens,New York,June,9,17
Queens,New York,July,8,20
Queens,New York,August,6,20
Queens,New York,January,8,-4
Queens,New York,February,7,-3
Queens,New York,March,7,1
Queens,New York,April,9,6
Queens,New York,septiembre,6,16
Queens,New York,October,7,10
Queens,New York,November,6,4
Queens,New York,December,9,0
Rensselaer,New York,May,10,8
Rensselaer,New York,June,9,13
Rensselaer,New York,July,8,16
Rensselaer,New York,August,8,15
Rensselaer,New York,January,7,-11
Rensselaer,New York,February,6,-10
Rensselaer,New York,March,7,-5
Rensselaer,New York,April,8,2
Rensselaer,New York,septiembre,7,10
Rensselaer,New York,October,8,4
Rensselaer,New York,November,8,-1
Rensselaer,New York,December,8,-7
Richmond,New York,May,9,11
Richmond,New York,June,8,16
Richmond,New York,July,7,19
Richmond,New York,August,7,19
Richmond,New York,January,7,-5
Richmond,New York,February,7,-3
Richmond,New York,March,8,1
Richmond,New York,April,7,6
Richmond,New York,septiembre,7,15
Richmond,New York,October,6,8
Richmond,New York,November,7,4
Richmond,New York,December,7,-1
Rockland,New York,May,9,9
Rockland,New York,June,9,14
Rockland,New York,July,8,17
Rockland,New York,August,8,16
Rockland,New York,January,7,-8
Rockland,New York,February,6,-7
Rockland,New York,March,7,-2
Rockland,New York,April,9,4
Rockland,New York,septiembre,7,11
Rockland,New York,October,6,4
Rockland,New York,November,7,1
Rockland,New York,December,7,-5
St Lawrence,New York,May,10,5
St Lawrence,New York,June,10,10
St Lawrence,New York,July,9,13
St Lawrence,New York,August,8,12
St Lawrence,New York,January,8,-17
St Lawrence,New York,February,7,-15
St Lawrence,New York,March,8,-9
St Lawrence,New York,April,9,-2
St Lawrence,New York,septiembre,9,7
St Lawrence,New York,October,10,1
St Lawrence,New York,November,10,-4
St Lawrence,New York,December,10,-12
Saratoga,New York,May,10,7
Saratoga,New York,June,10,12
Saratoga,New York,July,9,15
Saratoga,New York,August,8,14
Saratoga,New York,January,8,-12
Saratoga,New York,February,6,-11
Saratoga,New York,March,8,-5
Saratoga,New York,April,9,1
Saratoga,New York,septiembre,8,9
Saratoga,New York,October,8,3
Saratoga,New York,November,8,-2
Saratoga,New York,December,9,-8
Schenectady,New York,May,10,12
Schenectady,New York,June,9,17
Schenectady,New York,July,7,20
Schenectady,New York,August,8,19
Schenectady,New York,January,7,-8
Schenectady,New York,February,6,-7
Schenectady,New York,March,7,-2
Schenectady,New York,April,8,5
Schenectady,New York,septiembre,7,14
Schenectady,New York,October,6,7
Schenectady,New York,November,8,2
Schenectady,New York,December,9,-4
Steuben,New York,May,9,4
Steuben,New York,June,9,9
Steuben,New York,July,8,12
Steuben,New York,August,7,11
Steuben,New York,January,6,-12
Steuben,New York,February,6,-12
Steuben,New York,March,7,-7
Steuben,New York,April,8,-1
Steuben,New York,septiembre,8,7
Steuben,New York,October,8,1
Steuben,New York,November,8,-3
Steuben,New York,December,7,-8
Suffolk,New York,May,9,10
Suffolk,New York,June,7,15
Suffolk,New York,July,6,19
Suffolk,New York,August,6,18
Suffolk,New York,January,8,-4
Suffolk,New York,February,7,-3
Suffolk,New York,March,7,0
Suffolk,New York,April,8,5
Suffolk,New York,septiembre,6,15
Suffolk,New York,October,6,9
Suffolk,New York,November,7,4
Suffolk,New York,December,8,-1
Sullivan,New York,May,11,8
Sullivan,New York,June,10,13
Sullivan,New York,July,10,15
Sullivan,New York,August,9,15
Sullivan,New York,January,8,-8
Sullivan,New York,February,7,-7
Sullivan,New York,March,8,-3
Sullivan,New York,April,9,2
Sullivan,New York,septiembre,8,11
Sullivan,New York,October,8,5
Sullivan,New York,November,8,0
Sullivan,New York,December,9,-5
Tompkins,New York,May,10,8
Tompkins,New York,June,9,13
Tompkins,New York,July,9,16
Tompkins,New York,August,8,15
Tompkins,New York,January,9,-8
Tompkins,New York,February,7,-8
Tompkins,New York,March,8,-4
Tompkins,New York,April,9,2
Tompkins,New York,septiembre,8,11
Tompkins,New York,October,9,5
Tompkins,New York,November,9,0
Tompkins,New York,December,9,-5
Ulster,New York,May,9,10
Ulster,New York,June,9,15
Ulster,New York,July,9,18
Ulster,New York,August,8,17
Ulster,New York,January,8,-7
Ulster,New York,February,7,-6
Ulster,New York,March,8,-2
Ulster,New York,April,8,4
Ulster,New York,septiembre,7,13
Ulster,New York,October,7,7
Ulster,New York,November,7,2
Ulster,New York,December,8,-4
Warren,New York,May,9,7
Warren,New York,June,10,12
Warren,New York,July,8,15
Warren,New York,August,8,14
Warren,New York,January,7,-12
Warren,New York,February,6,-12
Warren,New York,March,9,-7
Warren,New York,April,8,0
Warren,New York,septiembre,7,10
Warren,New York,October,8,4
Warren,New York,November,10,-2
Warren,New York,December,9,-8
Wayne,New York,May,9,8
Wayne,New York,June,9,13
Wayne,New York,July,7,16
Wayne,New York,August,8,15
Wayne,New York,January,11,-8
Wayne,New York,February,8,-8
Wayne,New York,March,8,-4
Wayne,New York,April,9,2
Wayne,New York,septiembre,8,12
Wayne,New York,October,11,6
Wayne,New York,November,11,1
Wayne,New York,December,11,-5
Westchester,New York,May,9,10
Westchester,New York,June,8,15
Westchester,New York,July,7,18
Westchester,New York,August,7,18
Westchester,New York,January,8,-6
Westchester,New York,February,6,-5
Westchester,New York,March,8,-1
Westchester,New York,April,8,4
Westchester,New York,septiembre,6,14
Westchester,New York,October,6,7
Westchester,New York,November,7,3
Westchester,New York,December,8,-2
Alamance,North Carolina,May,8,13
Alamance,North Carolina,June,8,18
Alamance,North Carolina,July,8,20
Alamance,North Carolina,August,7,19
Alamance,North Carolina,January,7,-2
Alamance,North Carolina,February,6,-1
Alamance,North Carolina,March,8,3
Alamance,North Carolina,April,7,8
Alamance,North Carolina,septiembre,6,16
Alamance,North Carolina,October,5,9
Alamance,North Carolina,November,6,3
Alamance,North Carolina,December,7,0
Brunswick,North Carolina,May,6,14
Brunswick,North Carolina,June,7,19
Brunswick,North Carolina,July,8,21
Brunswick,North Carolina,August,10,21
Brunswick,North Carolina,January,8,0
Brunswick,North Carolina,February,7,2
Brunswick,North Carolina,March,7,5
Brunswick,North Carolina,April,5,9
Brunswick,North Carolina,septiembre,8,18
Brunswick,North Carolina,October,5,11
Brunswick,North Carolina,November,5,5
Brunswick,North Carolina,December,7,3
Buncombe,North Carolina,May,8,12
Buncombe,North Carolina,June,9,16
Buncombe,North Carolina,July,9,18
Buncombe,North Carolina,August,8,18
Buncombe,North Carolina,January,7,-2
Buncombe,North Carolina,February,7,-1
Buncombe,North Carolina,March,9,3
Buncombe,North Carolina,April,7,8
Buncombe,North Carolina,septiembre,6,14
Buncombe,North Carolina,October,5,8
Buncombe,North Carolina,November,6,3
Buncombe,North Carolina,December,7,0
Burke,North Carolina,May,9,12
Burke,North Carolina,June,8,16
Burke,North Carolina,July,9,18
Burke,North Carolina,August,8,18
Burke,North Carolina,January,7,-3
Burke,North Carolina,February,7,-1
Burke,North Carolina,March,9,2
Burke,North Carolina,April,7,7
Burke,North Carolina,septiembre,7,14
Burke,North Carolina,October,6,8
Burke,North Carolina,November,7,2
Burke,North Carolina,December,7,-1
Cabarrus,North Carolina,May,8,13
Cabarrus,North Carolina,June,8,18
Cabarrus,North Carolina,July,8,20
Cabarrus,North Carolina,August,7,20
Cabarrus,North Carolina,January,8,-2
Cabarrus,North Carolina,February,7,-1
Cabarrus,North Carolina,March,8,3
Cabarrus,North Carolina,April,7,8
Cabarrus,North Carolina,septiembre,6,16
Cabarrus,North Carolina,October,5,9
Cabarrus,North Carolina,November,6,3
Cabarrus,North Carolina,December,7,0
Caldwell,North Carolina,May,9,12
Caldwell,North Carolina,June,9,17
Caldwell,North Carolina,July,9,19
Caldwell,North Carolina,August,8,18
Caldwell,North Carolina,January,7,-3
Caldwell,North Carolina,February,7,-1
Caldwell,North Carolina,March,8,2
Caldwell,North Carolina,April,7,7
Caldwell,North Carolina,septiembre,7,15
Caldwell,North Carolina,October,5,8
Caldwell,North Carolina,November,6,2
Caldwell,North Carolina,December,7,-1
Carteret,North Carolina,May,7,17
Carteret,North Carolina,June,8,22
Carteret,North Carolina,July,10,23
Carteret,North Carolina,August,9,23
Carteret,North Carolina,January,6,3
Carteret,North Carolina,February,7,4
Carteret,North Carolina,March,7,7
Carteret,North Carolina,April,6,12
Carteret,North Carolina,septiembre,9,21
Carteret,North Carolina,October,5,14
Carteret,North Carolina,November,6,8
Carteret,North Carolina,December,7,5
Catawba,North Carolina,May,8,14
Catawba,North Carolina,June,8,19
Catawba,North Carolina,July,8,21
Catawba,North Carolina,August,6,20
Catawba,North Carolina,January,6,-1
Catawba,North Carolina,February,6,1
Catawba,North Carolina,March,7,5
Catawba,North Carolina,April,7,9
Catawba,North Carolina,septiembre,5,17
Catawba,North Carolina,October,5,10
Catawba,North Carolina,November,6,4
Catawba,North Carolina,December,7,1
Chatham,North Carolina,May,10,13
Chatham,North Carolina,June,7,18
Chatham,North Carolina,July,9,20
Chatham,North Carolina,August,8,20
Chatham,North Carolina,January,9,-1
Chatham,North Carolina,February,7,0
Chatham,North Carolina,March,10,3
Chatham,North Carolina,April,6,8
Chatham,North Carolina,septiembre,6,16
Chatham,North Carolina,October,5,9
Chatham,North Carolina,November,6,3
Chatham,North Carolina,December,9,1
Cleveland,North Carolina,May,8,13
Cleveland,North Carolina,June,7,17
Cleveland,North Carolina,July,8,19
Cleveland,North Carolina,August,7,19
Cleveland,North Carolina,January,7,-2
Cleveland,North Carolina,February,6,-1
Cleveland,North Carolina,March,8,3
Cleveland,North Carolina,April,7,8
Cleveland,North Carolina,septiembre,6,15
Cleveland,North Carolina,October,5,8
Cleveland,North Carolina,November,6,3
Cleveland,North Carolina,December,7,0
Craven,North Carolina,May,8,15
Craven,North Carolina,June,8,20
Craven,North Carolina,July,11,22
Craven,North Carolina,August,10,21
Craven,North Carolina,January,9,1
Craven,North Carolina,February,7,2
Craven,North Carolina,March,8,6
Craven,North Carolina,April,6,10
Craven,North Carolina,septiembre,7,18
Craven,North Carolina,October,6,12
Craven,North Carolina,November,6,7
Craven,North Carolina,December,7,3
Cumberland,North Carolina,May,7,15
Cumberland,North Carolina,June,7,20
Cumberland,North Carolina,July,8,22
Cumberland,North Carolina,August,8,21
Cumberland,North Carolina,January,7,1
Cumberland,North Carolina,February,6,3
Cumberland,North Carolina,March,6,6
Cumberland,North Carolina,April,6,11
Cumberland,North Carolina,septiembre,7,18
Cumberland,North Carolina,October,4,11
Cumberland,North Carolina,November,5,6
Cumberland,North Carolina,December,6,3
Davidson,North Carolina,May,8,13
Davidson,North Carolina,June,7,17
Davidson,North Carolina,July,8,20
Davidson,North Carolina,August,7,19
Davidson,North Carolina,January,7,-2
Davidson,North Carolina,February,7,-1
Davidson,North Carolina,March,8,3
Davidson,North Carolina,April,7,8
Davidson,North Carolina,septiembre,6,15
Davidson,North Carolina,October,5,9
Davidson,North Carolina,November,6,3
Davidson,North Carolina,December,7,0
Durham,North Carolina,May,8,12
Durham,North Carolina,June,7,17
Durham,North Carolina,July,8,20
Durham,North Carolina,August,7,19
Durham,North Carolina,January,8,-3
Durham,North Carolina,February,7,-2
Durham,North Carolina,March,9,2
Durham,North Carolina,April,7,7
Durham,North Carolina,septiembre,6,15
Durham,North Carolina,October,5,8
Durham,North Carolina,November,6,3
Durham,North Carolina,December,7,-1
Forsyth,North Carolina,May,7,14
Forsyth,North Carolina,June,6,19
Forsyth,North Carolina,July,7,21
Forsyth,North Carolina,August,5,20
Forsyth,North Carolina,January,5,-1
Forsyth,North Carolina,February,5,1
Forsyth,North Carolina,March,6,5
Forsyth,North Carolina,April,5,9
Forsyth,North Carolina,septiembre,5,16
Forsyth,North Carolina,October,4,10
Forsyth,North Carolina,November,4,4
Forsyth,North Carolina,December,5,1
Franklin,North Carolina,May,7,11
Franklin,North Carolina,June,7,16
Franklin,North Carolina,July,8,19
Franklin,North Carolina,August,7,18
Franklin,North Carolina,January,8,-4
Franklin,North Carolina,February,7,-3
Franklin,North Carolina,March,8,1
Franklin,North Carolina,April,7,6
Franklin,North Carolina,septiembre,6,14
Franklin,North Carolina,October,5,7
Franklin,North Carolina,November,6,1
Franklin,North Carolina,December,7,-2
Gaston,North Carolina,May,7,14
Gaston,North Carolina,June,8,18
Gaston,North Carolina,July,8,21
Gaston,North Carolina,August,7,20
Gaston,North Carolina,January,7,-1
Gaston,North Carolina,February,7,1
Gaston,North Carolina,March,8,4
Gaston,North Carolina,April,6,9
Gaston,North Carolina,septiembre,6,17
Gaston,North Carolina,October,5,10
Gaston,North Carolina,November,6,4
Gaston,North Carolina,December,7,1
Guilford,North Carolina,May,8,14
Guilford,North Carolina,June,8,18
Guilford,North Carolina,July,8,20
Guilford,North Carolina,August,8,19
Guilford,North Carolina,January,8,-3
Guilford,North Carolina,February,7,-1
Guilford,North Carolina,March,9,3
Guilford,North Carolina,April,6,8
Guilford,North Carolina,septiembre,7,16
Guilford,North Carolina,October,6,9
Guilford,North Carolina,November,6,3
Guilford,North Carolina,December,8,0
Harnett,North Carolina,May,7,16
Harnett,North Carolina,June,7,21
Harnett,North Carolina,July,10,22
Harnett,North Carolina,August,8,22
Harnett,North Carolina,January,8,2
Harnett,North Carolina,February,7,3
Harnett,North Carolina,March,9,6
Harnett,North Carolina,April,6,11
Harnett,North Carolina,septiembre,6,19
Harnett,North Carolina,October,6,12
Harnett,North Carolina,November,5,6
Harnett,North Carolina,December,7,3
Henderson,North Carolina,May,9,11
Henderson,North Carolina,June,10,16
Henderson,North Carolina,July,10,18
Henderson,North Carolina,August,10,17
Henderson,North Carolina,January,8,-3
Henderson,North Carolina,February,7,-1
Henderson,North Carolina,March,9,2
Henderson,North Carolina,April,7,6
Henderson,North Carolina,septiembre,7,14
Henderson,North Carolina,October,6,7
Henderson,North Carolina,November,7,2
Henderson,North Carolina,December,8,-1
Iredell,North Carolina,May,8,12
Iredell,North Carolina,June,8,16
Iredell,North Carolina,July,8,19
Iredell,North Carolina,August,8,18
Iredell,North Carolina,January,7,-3
Iredell,North Carolina,February,7,-2
Iredell,North Carolina,March,8,2
Iredell,North Carolina,April,7,6
Iredell,North Carolina,septiembre,6,14
Iredell,North Carolina,October,5,7
Iredell,North Carolina,November,6,2
Iredell,North Carolina,December,7,-2
Johnston,North Carolina,May,8,13
Johnston,North Carolina,June,8,18
Johnston,North Carolina,July,9,20
Johnston,North Carolina,August,8,19
Johnston,North Carolina,January,8,-1
Johnston,North Carolina,February,7,0
Johnston,North Carolina,March,8,4
Johnston,North Carolina,April,7,8
Johnston,North Carolina,septiembre,6,16
Johnston,North Carolina,October,5,9
Johnston,North Carolina,November,6,3
Johnston,North Carolina,December,7,0
Lincoln,North Carolina,May,9,13
Lincoln,North Carolina,June,8,18
Lincoln,North Carolina,July,9,20
Lincoln,North Carolina,August,9,20
Lincoln,North Carolina,January,7,-1
Lincoln,North Carolina,February,6,1
Lincoln,North Carolina,March,9,4
Lincoln,North Carolina,April,7,9
Lincoln,North Carolina,septiembre,7,17
Lincoln,North Carolina,October,6,9
Lincoln,North Carolina,November,6,3
Lincoln,North Carolina,December,9,1
Mecklenburg,North Carolina,May,7,14
Mecklenburg,North Carolina,June,7,19
Mecklenburg,North Carolina,July,7,21
Mecklenburg,North Carolina,August,7,20
Mecklenburg,North Carolina,January,8,-1
Mecklenburg,North Carolina,February,7,1
Mecklenburg,North Carolina,March,8,5
Mecklenburg,North Carolina,April,6,9
Mecklenburg,North Carolina,septiembre,6,17
Mecklenburg,North Carolina,October,5,10
Mecklenburg,North Carolina,November,6,5
Mecklenburg,North Carolina,December,7,1
Moore,North Carolina,May,6,15
Moore,North Carolina,June,7,19
Moore,North Carolina,July,8,21
Moore,North Carolina,August,7,20
Moore,North Carolina,January,7,0
Moore,North Carolina,February,6,2
Moore,North Carolina,March,7,5
Moore,North Carolina,April,5,10
Moore,North Carolina,septiembre,5,17
Moore,North Carolina,October,4,10
Moore,North Carolina,November,5,5
Moore,North Carolina,December,6,2
Nash,North Carolina,May,8,13
Nash,North Carolina,June,6,17
Nash,North Carolina,July,7,20
Nash,North Carolina,August,7,19
Nash,North Carolina,January,8,-3
Nash,North Carolina,February,7,-1
Nash,North Carolina,March,8,3
Nash,North Carolina,April,6,8
Nash,North Carolina,septiembre,5,16
Nash,North Carolina,October,5,9
Nash,North Carolina,November,5,4
Nash,North Carolina,December,8,0
New Hanover,North Carolina,May,7,19
New Hanover,North Carolina,June,8,23
New Hanover,North Carolina,July,10,25
New Hanover,North Carolina,August,10,24
New Hanover,North Carolina,January,8,5
New Hanover,North Carolina,February,7,6
New Hanover,North Carolina,March,7,9
New Hanover,North Carolina,April,5,14
New Hanover,North Carolina,septiembre,8,22
New Hanover,North Carolina,October,5,16
New Hanover,North Carolina,November,6,10
New Hanover,North Carolina,December,7,8
Onslow,North Carolina,May,7,16
Onslow,North Carolina,June,8,20
Onslow,North Carolina,July,10,22
Onslow,North Carolina,August,10,22
Onslow,North Carolina,January,8,1
Onslow,North Carolina,February,7,2
Onslow,North Carolina,March,8,6
Onslow,North Carolina,April,6,11
Onslow,North Carolina,septiembre,7,19
Onslow,North Carolina,October,6,12
Onslow,North Carolina,November,6,6
Onslow,North Carolina,December,7,3
Orange,North Carolina,May,7,13
Orange,North Carolina,June,8,18
Orange,North Carolina,July,8,20
Orange,North Carolina,August,8,19
Orange,North Carolina,January,7,-1
Orange,North Carolina,February,6,0
Orange,North Carolina,March,8,4
Orange,North Carolina,April,7,9
Orange,North Carolina,septiembre,7,16
Orange,North Carolina,October,5,9
Orange,North Carolina,November,5,4
Orange,North Carolina,December,6,1
Pitt,North Carolina,May,9,15
Pitt,North Carolina,June,8,20
Pitt,North Carolina,July,9,22
Pitt,North Carolina,August,9,21
Pitt,North Carolina,January,8,1
Pitt,North Carolina,February,7,2
Pitt,North Carolina,March,7,6
Pitt,North Carolina,April,7,10
Pitt,North Carolina,septiembre,8,18
Pitt,North Carolina,October,6,11
Pitt,North Carolina,November,7,6
Pitt,North Carolina,December,9,3
Randolph,North Carolina,May,8,14
Randolph,North Carolina,June,7,18
Randolph,North Carolina,July,9,20
Randolph,North Carolina,August,8,20
Randolph,North Carolina,January,8,-1
Randolph,North Carolina,February,7,1
Randolph,North Carolina,March,8,5
Randolph,North Carolina,April,7,9
Randolph,North Carolina,septiembre,6,16
Randolph,North Carolina,October,5,10
Randolph,North Carolina,November,6,5
Randolph,North Carolina,December,7,1
Robeson,North Carolina,May,7,15
Robeson,North Carolina,June,8,20
Robeson,North Carolina,July,9,22
Robeson,North Carolina,August,9,21
Robeson,North Carolina,January,7,1
Robeson,North Carolina,February,6,2
Robeson,North Carolina,March,7,6
Robeson,North Carolina,April,6,10
Robeson,North Carolina,septiembre,7,18
Robeson,North Carolina,October,4,11
Robeson,North Carolina,November,4,5
Robeson,North Carolina,December,6,2
Rockingham,North Carolina,May,8,13
Rockingham,North Carolina,June,7,17
Rockingham,North Carolina,July,8,19
Rockingham,North Carolina,August,7,18
Rockingham,North Carolina,January,7,-2
Rockingham,North Carolina,February,7,0
Rockingham,North Carolina,March,8,3
Rockingham,North Carolina,April,7,8
Rockingham,North Carolina,septiembre,6,15
Rockingham,North Carolina,October,5,8
Rockingham,North Carolina,November,6,2
Rockingham,North Carolina,December,6,1
Rowan,North Carolina,May,7,14
Rowan,North Carolina,June,7,18
Rowan,North Carolina,July,7,20
Rowan,North Carolina,August,6,20
Rowan,North Carolina,January,7,-1
Rowan,North Carolina,February,6,1
Rowan,North Carolina,March,8,5
Rowan,North Carolina,April,6,9
Rowan,North Carolina,septiembre,5,17
Rowan,North Carolina,October,5,10
Rowan,North Carolina,November,5,4
Rowan,North Carolina,December,6,1
Rutherford,North Carolina,May,8,14
Rutherford,North Carolina,June,8,18
Rutherford,North Carolina,July,9,20
Rutherford,North Carolina,August,9,20
Rutherford,North Carolina,January,7,0
Rutherford,North Carolina,February,7,1
Rutherford,North Carolina,March,7,5
Rutherford,North Carolina,April,7,9
Rutherford,North Carolina,septiembre,7,17
Rutherford,North Carolina,October,5,10
Rutherford,North Carolina,November,6,5
Rutherford,North Carolina,December,8,2
Surry,North Carolina,May,9,11
Surry,North Carolina,June,9,15
Surry,North Carolina,July,10,18
Surry,North Carolina,August,8,17
Surry,North Carolina,January,8,-4
Surry,North Carolina,February,7,-3
Surry,North Carolina,March,8,1
Surry,North Carolina,April,8,5
Surry,North Carolina,septiembre,7,14
Surry,North Carolina,October,6,7
Surry,North Carolina,November,7,1
Surry,North Carolina,December,8,-2
Union,North Carolina,May,6,14
Union,North Carolina,June,7,18
Union,North Carolina,July,8,20
Union,North Carolina,August,7,20
Union,North Carolina,January,7,-1
Union,North Carolina,February,7,1
Union,North Carolina,March,8,4
Union,North Carolina,April,6,9
Union,North Carolina,septiembre,6,16
Union,North Carolina,October,5,9
Union,North Carolina,November,5,4
Union,North Carolina,December,7,1
Wake,North Carolina,May,7,14
Wake,North Carolina,June,7,19
Wake,North Carolina,July,8,21
Wake,North Carolina,August,7,20
Wake,North Carolina,January,7,-1
Wake,North Carolina,February,7,0
Wake,North Carolina,March,8,4
Wake,North Carolina,April,6,9
Wake,North Carolina,septiembre,6,17
Wake,North Carolina,October,5,10
Wake,North Carolina,November,5,5
Wake,North Carolina,December,7,1
Wayne,North Carolina,May,8,15
Wayne,North Carolina,June,7,20
Wayne,North Carolina,July,9,22
Wayne,North Carolina,August,9,21
Wayne,North Carolina,January,9,1
Wayne,North Carolina,February,7,2
Wayne,North Carolina,March,8,6
Wayne,North Carolina,April,6,10
Wayne,North Carolina,septiembre,7,18
Wayne,North Carolina,October,5,11
Wayne,North Carolina,November,5,6
Wayne,North Carolina,December,7,3
Wilkes,North Carolina,May,10,15
Wilkes,North Carolina,June,9,20
Wilkes,North Carolina,July,10,21
Wilkes,North Carolina,August,9,21
Wilkes,North Carolina,January,8,1
